BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,H_2,H_3,H_4,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
1015000,6.3328,5.88912,5.88912,7.5252,5.83515,4.11845,1.66598,1.07205,5.97877,31664,8.74056,0,0
1020000,6.1664,5.89048,5.89048,7.5252,5.83515,4.11845,1.66598,1.07205,6.03506,30832,8.96815,0,0
1025000,6.144,5.89172,5.89172,7.5252,5.83515,4.11845,1.66598,1.07205,6.06774,30720,9.05259,0,0
1030000,6.1488,5.89296,5.89297,7.5252,5.83515,4.11845,1.66598,1.07205,6.09206,30744,9.10161,0,0
1035000,6.0464,5.8937,5.89371,7.5252,5.83515,4.11845,1.66598,1.07205,6.07836,30232,9.13809,0,0
1040000,6.0624,5.89452,5.89452,7.5252,5.83515,4.11845,1.66598,1.07205,6.07357,30312,9.11754,0,0
1045000,6.0528,5.89527,5.89528,7.5252,5.83515,4.11845,1.66598,1.07205,6.06734,30264,9.11036,0,0
1050000,6.0864,5.89618,5.89619,7.5252,5.83515,4.11845,1.66598,1.07205,6.07306,30432,9.10101,0,0
1055000,6.0064,5.89671,5.89671,7.5252,5.83515,4.11845,1.66598,1.07205,6.05306,30032,9.10959,0,0
1060000,5.9664,5.89703,5.89704,7.5252,5.83515,4.11845,1.66598,1.07205,6.02706,29832,9.07959,0,0
1065000,5.9984,5.89751,5.89751,7.5252,5.83515,4.11845,1.66598,1.07205,6.01846,29992,9.04059,0,0
1070000,5.9792,5.89789,5.8979,7.5252,5.83515,4.11845,1.66598,1.07205,6.00668,29896,9.0277,0,0
1075000,5.9664,5.89821,5.89822,7.5252,5.83515,4.11845,1.66598,1.07205,5.9946,29832,9.01003,0,0
1080000,5.96,5.8985,5.8985,7.5252,5.83515,4.11845,1.66598,1.07205,5.98422,29800,8.9919,0,0
1085000,5.9984,5.89896,5.89896,7.5252,5.83515,4.11845,1.66598,1.07205,5.98847,29992,8.97633,0,0
1090000,5.9696,5.89928,5.89929,7.5252,5.83515,4.11845,1.66598,1.07205,5.98281,29848,8.98271,0,0
1095000,5.9424,5.89948,5.89948,7.5252,5.83515,4.11845,1.66598,1.07205,5.97069,29712,8.97422,0,0
1100000,5.864,5.89932,5.89932,7.5252,5.83515,4.11845,1.66598,1.07205,5.93868,29320,8.95603,0,0
1105000,5.9312,5.89946,5.89947,7.5252,5.83515,4.11845,1.66598,1.07205,5.93644,29656,8.90802,0,0
1110000,5.8608,5.89929,5.89929,7.5252,5.83515,4.11845,1.66598,1.07205,5.91375,29304,8.90466,0,0
1115000,5.9024,5.8993,5.89931,7.5252,5.83515,4.11845,1.66598,1.07205,5.91034,29512,8.87062,0,0
1120000,5.8672,5.89916,5.89916,7.5252,5.83515,4.11845,1.66598,1.07205,5.8974,29336,8.86551,0,0
