BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,H_2,H_3,H_4,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
1015000,1.8352,2.57586,2.57586,6.09451,4.21667,2.74361,1.62898,1.17049,1.68267,9176,2.42594,0,1
1020000,1.8672,2.57238,2.57239,6.09451,4.21667,2.74361,1.62898,1.17049,1.73803,9336,2.524,0,1
1025000,1.5424,2.56736,2.56736,6.09451,4.21667,2.74361,1.62898,1.17049,1.67934,7712,2.60704,0,1
1030000,1.4896,2.56213,2.56213,6.09451,4.21667,2.74361,1.62898,1.17049,1.62242,7448,2.51901,0,1
1035000,1.4736,2.55687,2.55687,6.09451,4.21667,2.74361,1.62898,1.17049,1.57777,7368,2.43363,0,1
1040000,1.6816,2.55266,2.55267,6.09451,4.21667,2.74361,1.62898,1.17049,1.60892,8408,2.36666,0,1
1045000,1.7056,2.54861,2.54861,6.09451,4.21667,2.74361,1.62898,1.17049,1.63792,8528,2.41338,0,1
1050000,1.696,2.54455,2.54456,6.09451,4.21667,2.74361,1.62898,1.17049,1.65535,8480,2.45689,0,1
1055000,1.72,2.54064,2.54065,6.09451,4.21667,2.74361,1.62898,1.17049,1.67474,8600,2.48302,0,1
1060000,1.5584,2.53601,2.53601,6.09451,4.21667,2.74361,1.62898,1.17049,1.63984,7792,2.51211,0,1
1065000,1.4016,2.53068,2.53069,6.09451,4.21667,2.74361,1.62898,1.17049,1.56837,7008,2.45976,0,1
1070000,1.7696,2.52713,2.52713,6.09451,4.21667,2.74361,1.62898,1.17049,1.62874,8848,2.35255,0,1
1075000,1.8928,2.52417,2.52418,6.09451,4.21667,2.74361,1.62898,1.17049,1.70796,9464,2.44311,0,1
1080000,1.3904,2.51893,2.51893,6.09451,4.21667,2.74361,1.62898,1.17049,1.61269,6952,2.56193,0,1
1085000,1.6688,2.51501,2.51501,6.09451,4.21667,2.74361,1.62898,1.17049,1.62952,8344,2.41903,0,1
1090000,1.64,2.51099,2.511,6.09451,4.21667,2.74361,1.62898,1.17049,1.63267,8200,2.44428,0,1
1095000,1.664,2.50713,2.50713,6.09451,4.21667,2.74361,1.62898,1.17049,1.64207,8320,2.449,0,1
1100000,1.4672,2.5024,2.50241,6.09451,4.21667,2.74361,1.62898,1.17049,1.58961,7336,2.4631,0,1
1105000,1.6656,2.49861,2.49862,6.09451,4.21667,2.74361,1.62898,1.17049,1.6124,8328,2.38441,0,1
1110000,1.6448,2.49477,2.49477,6.09451,4.21667,2.74361,1.62898,1.17049,1.62212,8224,2.41861,0,1
