BytesProcessados,L_Barra_Janela,L_Barra_Acumulado,L_Barra_Teorico,H_0,H_1,H_2,H_3,H_4,SmoothedBPS,BitsNaJanela,ThresholdBPS,ResetFlag,ResetCount
1035000,1.6208,1.58359,1.58359,4.84217,2.71829,1.93287,1.57634,1.40726,1.58937,8104,2.36384,0,0
1040000,1.456,1.58298,1.58298,4.84217,2.71829,1.93287,1.57634,1.40726,1.54936,7280,2.38405,0,0
1045000,1.424,1.58222,1.58222,4.84217,2.71829,1.93287,1.57634,1.40726,1.51175,7120,2.32404,0,0
1050000,1.5696,1.58216,1.58216,4.84217,2.71829,1.93287,1.57634,1.40726,1.5291,7848,2.26762,0,0
1055000,1.5344,1.58193,1.58194,4.84217,2.71829,1.93287,1.57634,1.40726,1.53069,7672,2.29366,0,0
1060000,1.536,1.58171,1.58171,4.84217,2.71829,1.93287,1.57634,1.40726,1.53229,7680,2.29604,0,0
1065000,1.5168,1.58141,1.58142,4.84217,2.71829,1.93287,1.57634,1.40726,1.52764,7584,2.29843,0,0
1070000,1.544,1.58123,1.58123,4.84217,2.71829,1.93287,1.57634,1.40726,1.53255,7720,2.29146,0,0
1075000,1.4848,1.58079,1.58079,4.84217,2.71829,1.93287,1.57634,1.40726,1.51822,7424,2.29882,0,0
1080000,1.4592,1.58022,1.58023,4.84217,2.71829,1.93287,1.57634,1.40726,1.50052,7296,2.27734,0,0
1085000,1.5152,1.57992,1.57993,4.84217,2.71829,1.93287,1.57634,1.40726,1.50492,7576,2.25077,0,0
1090000,1.5776,1.57991,1.57991,4.84217,2.71829,1.93287,1.57634,1.40726,1.52673,7888,2.25738,0,0
1095000,1.4128,1.57915,1.57915,4.84217,2.71829,1.93287,1.57634,1.40726,1.49255,7064,2.29009,0,0
1100000,1.6272,1.57937,1.57938,4.84217,2.71829,1.93287,1.57634,1.40726,1.53294,8136,2.23882,0,0
1105000,1.5216,1.57911,1.57911,4.84217,2.71829,1.93287,1.57634,1.40726,1.52954,7608,2.29941,0,0
1110000,1.6448,1.5794,1.5794,4.84217,2.71829,1.93287,1.57634,1.40726,1.56412,8224,2.29431,0,0
1115000,1.5136,1.57911,1.57911,4.84217,2.71829,1.93287,1.57634,1.40726,1.54896,7568,2.34618,0,0
